MSOA Code,areaName,Not United Kingdom (%),Owned: Owned outright (%),Owned: Owned with a mortgage or loan (%),Social rented (%),Private rented (%),Household spaces with no usual residents (%),population_density,population_prop_over65
E02000824,Peckham Park Road,47.2826087,4.3,9.9,70.5,12.9,0.9,5.946863102,0.188448156
E02000825,Peckham North West,48.23297751,2.2,13.6,65.7,15.3,1.1,56.43828452,0.161245482
E02000826,Camberwell North,42.5180018,6.5,17,55.1,18.5,0.9,87.59036145,0.122420908
E02000827,Camberwell Green,49.56076841,4.4,9.8,64.2,18.9,0.9,45.1465798,0.13510101
E02000828,Peckham North,48.61028272,6,14.2,56.4,19,1.3,48.5502728,0.160218334
E02000829,Queens Road Peckham,43.39204928,7.9,18.9,48.9,21.1,1.1,29.97815401,0.165603935
E02000830,Camberwell South,34.32919955,14,26.9,30.8,25.7,2.5,73.16801619,0.144279983
E02000831,Peckham Rye,33.94113884,13,25.8,32.4,24.2,3.1,47.8137931,0.18029713
E02000832,Nunhead North,35.87349398,8.1,20.2,50.3,17.1,1.2,48.56410256,0.185427666
E02000833,North Dulwich,39.44551902,11.3,22.6,49.1,15,2.1,19.56521739,0.169734151
E02000834,Peckham Rye Common,27.32905751,14.2,29.7,23.2,31,3.7,41.70375775,0.155279503
E02000835,Nunhead South & Newlands,29.75400774,17.9,33.2,28.6,18.6,2,15.00072706,0.197072509
E02000836,East Dulwich,24.95145631,19.6,37.6,18.2,23.1,3.8,133.5533708,0.075297087
E02000837,Herne Hill & Dulwich Park,21.24380848,32.4,35.7,12.5,18.2,3.3,109.5028681,0.063296665
E02000838,Dulwich Hill,27.01525054,17.1,34.6,22.6,24.1,2,186.8668407,0.045130641
E02000839,Sydenham Hill,30.42558487,24.5,28.9,24.7,18.7,2.2,196.6666667,0.069054844
E02006802,Southwark St George's,40.9285993,8.8,15.2,47.5,25,4,104.6217712,0.130676307
E02000840,Middleton Circle,19.99755232,11,31.2,46.7,9.4,1.3,154.0740741,0.083949704
E02000841,St Helier South,23.86194244,12.3,30.9,41.6,12.8,0.6,121.5324385,0.074551312
E02000842,Stonecot,20.04956953,38.1,44.9,4.8,10.9,1.7,105.3509664,0.072421784
E02000843,Hackbridge,18.13208806,21.5,43.2,14.2,19.1,1.4,172.1852732,0.049248172
E02000844,The Wrythe,16.44170202,22.4,43.2,22.3,10.9,1,139.3815789,0.082507316
E02000845,Worcester Park East,22.29615428,27,46.3,7.4,18,1.5,110.0755287,0.116508851
E02000846,Sutton North,20.60116263,33.5,45.7,7.2,12.3,1.5,145.7191781,0.096474736
E02000847,North Cheam West,17.11752671,42.1,43,4.5,9.3,1.7,164.3947858,0.081558677
E02000848,North Cheam East,14.91950818,37.7,50.4,1.3,9.9,1.2,233.6666667,0.082168331
E02000849,Wallington North,15.83166333,26.6,42,15.6,14.1,1.4,110.5571031,0.08856135
E02000850,Beddington,16.55834708,31.4,48.5,9,10.1,1.6,150.7098121,0.073555894
E02000851,Sutton Central,28.19927971,19,28.5,25.5,23.3,2.2,138.9285714,0.096792221
E02000852,Sutton East,18.4826473,28.4,46.3,6.3,18.1,2,100.7921811,0.091864857
E02000853,Sutton West,20.75869336,25.7,46,10.5,16.8,1.7,178.5928705,0.075217985
E02000854,Carshalton Village,13.75862555,32.6,41.9,8.4,16.2,1.5,169.0181818,0.088640275
E02000855,Cheam High Street,16.12944651,39,42.3,3.2,14.4,1.9,163.3627019,0.083865169
E02000856,Wallington South,19.10469667,29.1,41.6,6.4,21.5,6.6,135.3459119,0.084223978
E02000857,Sutton South West,32.10626186,25.6,30.2,7.2,36,3.9,146.2247475,0.087902599
E02000858,Roundshaw,19.50331556,12.4,20.6,54.8,7.6,3.3,110.8971292,0.092115198
E02000859,Carshalton on the Hill,16.6809553,36,35.8,13.8,13.2,2.4,123.6104218,0.089531266
E02000860,Sutton South & Shanklin,30.2974467,19.8,25.1,19.7,34.3,4.4,127.1276596,0.107019991
E02000861,Carshalton Beeches & Banstead Road,16.71335201,45,42.9,3,8.2,1.9,105.3026634,0.075994481
E02000863,"Orchard Hill, Woodcote Green & Clockhouse",16.63263703,38.2,45.1,9,6.9,1.2,81.28500824,0.095865424
E02006836,Belmont & South Cheam,21.19709794,43.5,40.5,1.6,12.9,3.1,184.6950092,0.120396317
E02000864,Bow North & Fish Island,30.63757985,7,11.6,57.2,21.4,1.8,53.44520548,0.089965398
E02000865,Bethnal Green North East,37.4982272,6.1,11.2,55.4,24.1,1.3,113.2142857,0.094987732
E02000866,Bow West,29.26930242,14.1,20,36,27.3,2.1,39.5548089,0.134211085
E02000867,Bow South,34.2280504,7,19,32.7,35.9,6.1,91.73831776,0.101263244
E02000868,Bethnal Green North West,40.0331725,9.4,16.8,35.9,35.9,1.2,30.77842143,0.125749912
E02000869,Columbia Road,39.56178791,10.5,17,46.9,23.8,2.3,120.884058,0.071334372
E02000870,Bethnal Green East,35.00077196,9.8,16.7,45.5,24.8,1.2,63.5380117,0.101472618
E02000871,Bromley-by-Bow East,44.44185776,4.4,11.3,55.7,23.8,2.1,80.08658009,0.107891892
E02000872,Brick Lane North,42.52766298,7.3,14.4,40.6,35.5,2,49.20889988,0.166289877
E02000873,Mile End West,44.81808791,8,15.7,46.4,26.7,1.7,67.66823161,0.100948196
E02000874,Bethnal Green Central,44.64861832,6.6,12,53.2,25.8,3.5,83.77843719,0.118299882
E02000875,Bromley-by-Bow West,41.54661017,4.7,11.4,54,26.9,2.4,66.36122178,0.114668801
E02000876,Bethnal Green South,46.34077021,8,15.7,37.4,36.6,2.9,55.73938507,0.172839506
E02000877,Mile End East & Burdett Estate,44.45577884,5.9,13.1,53.8,25.6,4.9,61.80402336,0.209365813
E02000878,Spitalfields,50.6708147,9.7,16,31.9,40,5.4,70.2175805,0.148859693
E02000879,Stepney Green,40.96148808,9.7,14.6,46,26.4,1.9,67.47068677,0.152805362
E02000880,Whitechapel,46.19113573,8,16.1,43.4,29.7,2.5,21.82730924,0.150413983
E02000881,Poplar Leaside,39.09393545,8.3,13.6,54.3,18.4,4.3,90.58669002,0.12160464
E02000882,Limehouse North & Stepney East,38.80753138,4.9,9.9,61.9,12.9,1.7,84.87341772,0.137086751
E02000883,Poplar Central,39.88679245,6.2,9,60.1,21.6,1.9,65.02407705,0.136139225
E02000884,Aldgate,50.4842615,6.9,11.6,26.9,51.1,5.8,46.94529809,0.156585494
E02000885,Shadwell North,44.27846265,6.1,10.7,56.6,21.3,2.5,43.43716434,0.200049456
E02000886,Limehouse East,45.45454545,11.2,21.3,30.9,34.1,5.8,74.1660016,0.154847735
E02000887,Poplar West,42.39030023,6.7,12.7,51.6,25.5,1.6,86.08823529,0.156360323
E02000888,Shadwell Basin & Ratcliffe,45.83079732,8.5,18.9,32.1,34.6,5.6,54.73581213,0.115361697
E02000889,St George in the East & Wapping North,42.6541717,12.6,20.4,29.6,33.7,4.6,50.84161309,0.205081044
E02000890,Tower Hill & Wapping South,40.12079379,19.9,26.3,11.6,39.5,9.6,97.58816837,0.134879925
E02000891,Blackwall & Leamouth,53.02886891,7.9,15.6,24.3,47.3,9.7,30.6323185,0.218017329
E02000893,Mudchute,40.26242076,10.5,20.4,37.1,29.6,4,10.43875686,0.193374197
E02000894,Millwall South,48.96912301,9.9,23.1,16.8,47.5,5.1,25.59184897,0.232435597
E02006853,Millwall North,52.20838052,7,14.6,31.6,42.2,14,87.44779582,0.093216591
E02006854,Canary Wharf,57.55566888,10.3,15.8,14,55.4,12.6,214.0331492,0.114438135
E02000895,Chingford Green West,17.09487404,34,32.7,22.6,8.9,1.6,85.53090333,0.085788401
E02000896,Chingford Green East,13.02473338,36.8,36,10.2,15.6,2.4,180.6896552,0.079914122
E02000897,Friday Hill,17.12269407,27.5,31.9,29.8,9.4,1.6,96.36684303,0.09443631
E02000898,Larkswood,16.77419355,29.6,37.7,22.5,8.4,1.1,158.2200247,0.052421875
E02000899,Chingford Mount,21.95707071,34.8,39.9,11.3,13,1.3,208.0222841,0.062667381
E02000900,South Chingford,27.2007913,28.3,37.5,19.5,13.2,0.5,207.0186335,0.095259526
E02000901,Highams Park East,16.45502081,30.6,42.9,11.5,13.3,1.9,175.6962025,0.081268012
E02000902,Highams Park West,29.46179079,24.4,37.1,20,16.4,2.4,173.7668161,0.064086022
E02000903,Higham Hill,37.78613292,13.4,29.6,37.2,17.3,1.5,199.059081,0.055183027
E02000904,Fulbourne Road & Walthamstow Forest,34.92950899,22.3,39,13.9,22.8,3,219.8613861,0.052598397
E02000905,Lloyd Park,40.02502868,17.9,35.2,18,26.4,1.9,237.2011662,0.05653884
E02000906,William Morris,42.12802768,15.7,31.7,23.5,27.1,1.4,207.2305389,0.050133642
E02000907,Wood Street,40.89817964,10.6,19.8,47,20.4,1,150.148423,0.049919684
E02000908,Blackhorse Road,44.92202358,12.8,30.8,22.1,30.8,1.4,164.9009901,0.057790453
E02000909,Upper Walthamstow,35.27777778,19,32.8,19.1,26.9,1.8,187.9937304,0.067116892
E02000910,Walthamstow Central,47.34529819,17.8,28.5,15.3,36.2,1.8,210.4054054,0.102547634
E02000911,Walthamstow Market & South Grove,47.75570272,14.1,26.5,21.9,34.6,2,180.7258065,0.066041946
E02000912,Markhouse & St James Park,43.74323447,18.3,28.4,24.8,25.7,2.1,134.964539,0.06074619
E02000913,Whipps Cross,44.452102,26.2,29.2,12.2,30.1,2.5,186.445993,0.067650906
E02000914,Baker's Arms,50.93449122,13.1,18.1,35.9,30.3,1.9,189.6617336,0.08360272
E02000915,Leytonstone North,40.09024644,18.4,26,18.2,36,2.8,253.3516484,0.044169739
E02000916,Lea Bridge,49.014233,15.3,31.5,13.2,37,2.7,228.1360947,0.100765141
E02000917,Leyton North,49.5038709,15.6,29.3,10.7,43.4,2,193.7627812,0.06828496
E02000918,Leytonstone East,44.21433268,14.6,23.5,27.4,31.2,2.5,195.9005146,0.062253743
E02000919,Leyton East,54.79882876,19.8,25.9,10.3,42.5,2.3,196.3377609,0.054508553
E02000920,Leyton South,51.94640785,15.4,17.9,31.3,32.8,2,149.6551724,0.070046083
E02000921,Leytonstone South West,48.17743841,10.2,17,41.5,30,2.1,121.2966252,0.101625421
E02000922,Leytonstone South East,50.31835028,14.9,28.8,19.4,35.1,2.1,133.5058978,0.0349973
E02000923,Battersea Park,39.77789671,25.9,24.5,12,34.1,7.9,113.2590529,0.083005411
E02000924,Nine Elms & Patmore,46.14140688,9.6,15.9,36.8,31.2,6.2,219.1788321,0.057613854
E02000925,Battersea Latchmere,37.9332314,12.5,17,46.7,21.8,2.8,222.12,0.042139384
E02000926,St Mary's & Cotton Row,38.8652641,16.6,24.6,18.3,36.4,6.9,91.77437021,0.037593985
E02000927,Lavender Hill East,26.64212077,11.4,21.8,39.6,25.7,2.4,37.3005016,0.23007335
E02000928,Putney Embankment & Lower Common,26.67297233,28.4,30.5,10.3,29.5,3.7,32.13930348,0.205661212
E02000929,York Gardens,41.98158582,8,13.7,57.2,17.2,2.6,45.44875199,0.175508296
E02000930,Lavender Hill West & Little India,33.7122778,15.2,26.7,16.8,39.6,3.6,51.56005222,0.184960122
E02000931,Clapham Common West,29.11257966,22.1,35.5,7.7,33.9,4.3,71.95344971,0.176756007
E02000932,Putney Town & Wandsworth Park,36.94638695,18.6,28.7,6,43.1,4.5,56.47778493,0.13943678
E02000933,Putney West,34.11912083,29.3,25.6,11.1,32.2,4.2,59.36009308,0.143963152
E02000934,Clapham Junction & East Hill,31.3014827,14,27.3,22.2,33.3,4.1,80.60032895,0.112029385
E02000935,Roehampton North West,35.72262774,11.8,10.5,57,18.4,1.9,50.4069176,0.089606458
E02000936,East Putney,40.66026411,22.3,21.9,13.9,39.5,3.5,60.71967101,0.09177108
E02000937,Wandsworth Common,25.1941999,24.2,33.7,12,28.7,3.3,98.8465205,0.076381522
E02000938,Roehampton North East,37.71213074,19.8,22.6,32,21.8,5.4,154.368932,0.081551363
E02000939,Nightingale Lane,26.06676707,31.5,34.4,11.2,21.4,3.2,122.4272931,0.090269529
E02000940,Wandsworth South,38.86407147,11.3,25.4,29.4,29,3.7,54.31663837,0.07189185
E02000941,Earlsfield North,26.48626899,19.3,37.1,14.1,28.3,3.5,64.84913793,0.100254791
E02000942,Southfields North,35.51991723,26.4,34.7,6.4,30.5,3.7,136.346397,0.088734353
E02000943,Balham,29.01690074,19.3,29.9,11.8,36.9,4.1,133.3670034,0.084069679
E02000944,West Hill North,43.46378018,12.6,20.4,34.7,29.4,2.9,37.556,0.114708702
E02000945,Roehampton South & Putney Vale,40.57742782,12.6,19,40.3,26.4,2.1,86.75496689,0.11134133
E02000946,Earlsfield South,33.5645253,15.2,32.5,19.6,29.6,2.3,160.5571429,0.08719637
E02000947,Merton Road,32.5648415,20.6,38,9.2,30.2,2.7,62.17012726,0.095345831
E02000948,Tooting Bec Common,29.72562519,15.6,31.2,12.2,39,3.7,44.58839406,0.079297821
E02000949,Springfield,25.4563998,24.7,33,7.1,32.8,4.4,152.4005891,0.067162737
E02000950,West Hill South,44.56320929,21.8,28.3,16,32,3.1,117.755102,0.087878479
E02000951,Tooting Bec West,30.36090226,19,26.2,15.2,38,4.3,178.0604982,0.092035575
E02000952,Tooting Bec East,30.12625859,16.8,26.8,20.5,34.9,3.9,59.12421294,0.081130797
E02000953,Summerstown,32.12874082,14.1,33.6,23.8,27.2,2.1,134.3095238,0.083495834
E02000954,Upper Tooting,42.52605382,25.3,29.4,11.7,32.1,4.2,168.2695253,0.082635602
E02000955,Tooting North,42.43372058,19.3,23.8,25.4,29.9,4.8,76.53594771,0.150786873
E02000956,Tooting West,44.21804023,12,19.8,22.6,43,3.4,73.04648863,0.068720379
E02000957,Tooting East,45.63225989,16.6,26.3,13.3,40.5,3.5,182.5339367,0.091844323
E02000958,Furzedown West,34.01039778,24.8,36.6,15.1,21.8,4,180.1428571,0.094722002
E02000959,Furzedown East,39.8728052,15.6,30.8,18.4,32.6,6.3,162.6444444,0.108758027
E02000960,St John's Wood North,56.75226586,29.7,13.7,10.5,41,14.4,91.36170213,0.129017233
E02000961,Abbey Road,51.78987503,21.5,16.7,20.6,38.6,6.3,186.3027295,0.100426212
E02000962,St John's Wood South,60.80705009,20.6,11.9,24.7,38.9,12.3,135.3267571,0.058041002
E02000963,Queen's Park Gardens,42.53594519,9.6,13.9,56.9,17,2.9,121.7713568,0.062622511
E02000964,Maida Hill,47.81257471,7.9,13.5,47.1,29.2,2.6,93.34648777,0.081931174
E02000965,Maida Vale,49.55372667,14.5,21.3,18,44,3.7,83.77674419,0.145347546
E02000966,Little Venice,52.69880511,23.3,19.7,12.4,41.8,8,127.6305732,0.074059287
E02000967,Regent's Park,62.62861847,25.4,14.8,5.1,50,17,49.87394958,0.099550688
E02000968,Church Street,52.63267865,9.2,8.1,55,24.9,3,102.7494457,0.124082866
E02000969,Westbourne,51.94554615,8,9.5,54.9,23,1.6,69.27066451,0.073350491
E02000970,Marylebone & Park Lane,58.37693421,20.6,10.2,10.4,53.3,22.1,64.15909091,0.126904003
E02000971,Bryanston & Dorset Square,60.33539486,18.1,11.9,8.5,57.7,17.6,115.0274725,0.11177454
E02000972,Fitzrovia West & Soho,55.87423497,12.1,9.8,27.5,46.1,13,122.4393723,0.081323547
E02000973,Westbourne Grove,52.76511397,18.7,16.2,25.1,37.4,5.4,98.44486334,0.088080421
E02000974,Paddington & St George's Fields,63.11121219,21.1,12.2,10.4,51.2,20,95.14342235,0.116124337
E02000975,Bayswater East,64.78245975,17.5,14,7.8,57.5,11,126.0764873,0.082125604
E02000976,Queensway,66.08686909,17.7,13,11.9,53.9,9.8,124.8634812,0.096760968
E02000977,"Strand, St James & Mayfair",54.17890521,16.8,8.5,22.2,46.5,26.7,37.71493213,0.096820636
E02000978,"Knightsbridge, Belgravia & Hyde Park",59.63322546,34.3,11.8,3.9,39.4,28.6,80.4315197,0.080709121
E02000979,Central Westminster,46.38039847,21.1,10.4,28.2,34.3,14.4,109.0876351,0.089358424
E02000980,Millbank,44.01197605,16.6,13.1,41.1,25.4,9.6,74.53654861,0.081993732
E02000981,Pimlico North,42.92069848,20,15.7,24.2,36.9,7.5,70.77912795,0.101191678
E02000982,Victoria,45.45344031,14.6,9.6,45.6,26,11.2,88.14901048,0.114764923
E02000983,Pimlico South,41.30898743,14.6,9.2,34.4,39.7,10.8,130,0.100844278
,,36.20899038,21.67599186,27.66073245,23.68382503,24.44120041,3.324008138,,
